;Visitors IN;Visitors OUT;Men IN;Men OUT;Women IN;Women OUT;Group IN;Group OUT;Passersby;Visitors INA;Visitors AOUT;Visitors Live;DwellTime
10/10/2024 0:00;0;0;0;0;0;0;0;0;30;0;0;0;0:36
10/10/2024 1:00;0;0;0;0;0;0;0;0;14;0;0;0;0:36
10/10/2024 2:00;0;0;0;0;0;0;0;0;37;0;0;0;0:36
10/10/2024 3:00;0;0;0;0;0;0;0;0;24;0;0;0;0:36
10/10/2024 4:00;0;0;0;0;0;0;0;0;14;0;0;0;0:36
10/10/2024 5:00;0;0;0;0;0;0;0;0;92;0;0;0;0:36
10/10/2024 6:00;0;0;0;0;0;0;0;0;183;0;0;0;0:36
10/10/2024 7:00;19;19;0;1;11;8;19;19;632;19;19;19;0:36
10/10/2024 8:00;83;66;17;10;38;31;77;61;2701;102;85;83;0:36
10/10/2024 9:00;117;99;29;18;59;51;105;91;3215;219;184;134;0:36
10/10/2024 10:00;88;85;30;18;34;38;81;76;3384;307;269;123;0:36
10/10/2024 11:00;91;97;20;27;42;43;82;89;5412;398;366;129;0:36
10/10/2024 12:00;226;193;56;40;134;114;197;170;8205;624;559;258;0:36
10/10/2024 13:00;210;236;38;39;114;137;185;207;7553;834;795;275;0:36
10/10/2024 14:00;103;102;28;21;48;55;88;87;5065;937;897;142;0:36
10/10/2024 15:00;92;104;21;22;34;47;79;94;5113;1029;1001;132;0:36
10/10/2024 16:00;75;99;22;24;34;49;66;85;7208;1104;1100;103;0:36
10/10/2024 17:00;79;86;16;18;37;41;69;73;7494;1183;1186;83;0:36
10/10/2024 18:00;50;63;11;11;20;30;47;54;5345;1233;1249;47;0:36
10/10/2024 19:00;21;40;3;9;9;17;22;35;3675;1254;1289;5;0:36
10/10/2024 20:00;2;5;1;2;1;2;2;5;1594;1256;1294;0;0:36
10/10/2024 21:00;0;0;0;0;0;0;0;0;1037;1256;1294;0;0:36
10/10/2024 22:00;0;0;0;0;0;0;0;0;1075;1256;1294;0;0:36
10/10/2024 23:00;0;0;0;0;0;0;0;0;541;1256;1294;0;0:36
10/11/2024 0:00;0;0;0;0;0;0;0;0;266;0;0;0;0:37
10/11/2024 1:00;0;0;0;0;0;0;0;0;40;0;0;0;0:37
10/11/2024 2:00;0;0;0;0;0;0;0;0;41;0;0;0;0:37
10/11/2024 3:00;0;0;0;0;0;0;0;0;14;0;0;0;0:37
10/11/2024 4:00;0;0;0;0;0;0;0;0;9;0;0;0;0:37
10/11/2024 5:00;0;0;0;0;0;0;0;0;70;0;0;0;0:37
10/11/2024 6:00;1;1;0;0;1;1;1;1;181;1;1;1;0:37
10/11/2024 7:00;16;13;6;6;7;3;14;11;908;17;14;16;0:37
10/11/2024 8:00;63;46;13;9;34;26;61;45;1791;80;60;66;0:37
10/11/2024 9:00;86;84;28;25;36;35;79;77;2907;166;144;106;0:37
10/11/2024 10:00;69;66;23;15;32;28;60;65;3550;235;210;91;0:37
10/11/2024 11:00;103;96;26;23;49;44;92;86;4907;338;306;128;0:37
10/11/2024 12:00;167;148;41;37;90;77;144;130;7932;505;454;199;0:37
10/11/2024 13:00;163;183;40;31;98;111;148;160;7918;668;637;214;0:37
10/11/2024 14:00;102;96;15;12;62;57;88;84;7067;770;733;133;0:37
10/11/2024 15:00;92;96;23;14;42;51;78;83;8794;862;829;129;0:37
10/11/2024 16:00;105;113;16;20;68;64;90;97;9894;967;942;138;0:37
10/11/2024 17:00;70;85;16;11;39;53;64;76;9587;1037;1027;95;0:37
10/11/2024 18:00;65;72;10;12;37;40;55;68;7931;1102;1099;75;0:37
10/11/2024 19:00;23;50;2;9;12;25;20;38;4327;1125;1149;26;0:37
10/11/2024 20:00;0;0;0;0;0;0;0;0;2545;1125;1149;0;0:37
10/11/2024 21:00;0;0;0;0;0;0;0;0;1652;1125;1149;0;0:37
10/11/2024 22:00;0;0;0;0;0;0;0;0;1067;1125;1149;0;0:37
10/11/2024 23:00;0;0;0;0;0;0;0;0;1047;1125;1149;0;0:37
10/12/2024 0:00;0;0;0;0;0;0;0;0;446;0;0;0;0:39
10/12/2024 1:00;0;0;0;0;0;0;0;0;189;0;0;0;0:39
10/12/2024 2:00;0;0;0;0;0;0;0;0;117;0;0;0;0:39
10/12/2024 3:00;0;0;0;0;0;0;0;0;56;0;0;0;0:39
10/12/2024 4:00;0;0;0;0;0;0;0;0;54;0;0;0;0:39
10/12/2024 5:00;0;0;0;0;0;0;0;0;103;0;0;0;0:39
10/12/2024 6:00;0;0;0;0;0;0;0;0;195;0;0;0;0:39
10/12/2024 7:00;0;0;0;0;0;0;0;0;348;0;0;0;0:39
10/12/2024 8:00;16;13;2;2;7;6;15;12;804;16;13;16;0:39
10/12/2024 9:00;77;58;15;6;46;30;71;47;1735;93;71;80;0:39
10/12/2024 10:00;100;89;25;16;40;40;85;84;3417;193;160;122;0:39
10/12/2024 11:00;104;89;21;17;54;45;90;78;5588;297;249;137;0:39
10/12/2024 12:00;154;137;27;22;81;72;127;115;7095;451;386;202;0:39
10/12/2024 13:00;171;176;39;32;101;90;143;141;9028;622;562;236;0:39
10/12/2024 14:00;162;176;33;34;90;92;134;142;10691;784;738;222;0:39
10/12/2024 15:00;158;145;34;23;83;80;131;121;10710;942;883;204;0:39
10/12/2024 16:00;162;149;23;18;95;81;134;124;10495;1104;1032;221;0:39
10/12/2024 17:00;136;179;23;25;65;93;110;140;10029;1240;1211;208;0:39
10/12/2024 18:00;82;102;17;20;40;48;66;88;9595;1322;1313;111;0:39
10/12/2024 19:00;26;42;3;7;12;23;21;38;4009;1348;1355;35;0:39
10/12/2024 20:00;0;1;0;1;0;0;0;1;2412;1348;1356;0;0:39
10/12/2024 21:00;0;1;0;0;0;0;0;1;1378;1348;1357;0;0:39
10/12/2024 22:00;0;0;0;0;0;0;0;0;1140;1348;1357;0;0:39
10/12/2024 23:00;0;0;0;0;0;0;0;0;640;1348;1357;0;0:39
10/13/2024 0:00;0;0;0;0;0;0;0;0;261;0;0;0;0:37
10/13/2024 1:00;0;0;0;0;0;0;0;0;265;0;0;0;0:37
10/13/2024 2:00;0;0;0;0;0;0;0;0;104;0;0;0;0:37
10/13/2024 3:00;0;0;0;0;0;0;0;0;53;0;0;0;0:37
10/13/2024 4:00;0;0;0;0;0;0;0;0;43;0;0;0;0:37
10/13/2024 5:00;0;0;0;0;0;0;0;0;81;0;0;0;0:37
10/13/2024 6:00;0;0;0;0;0;0;0;0;116;0;0;0;0:37
10/13/2024 7:00;0;0;0;0;0;0;0;0;125;0;0;0;0:37
10/13/2024 8:00;0;0;0;0;0;0;0;0;309;0;0;0;0:37
10/13/2024 9:00;20;9;5;2;7;3;18;9;774;20;9;20;0:37
10/13/2024 10:00;43;39;13;9;17;19;38;34;1205;63;48;54;0:37
10/13/2024 11:00;48;52;12;11;24;23;41;48;1665;111;100;63;0:37
10/13/2024 12:00;44;44;15;7;17;14;38;37;1984;155;144;55;0:37
10/13/2024 13:00;55;55;9;8;28;29;50;46;2240;210;199;66;0:37
10/13/2024 14:00;58;48;12;5;28;25;48;40;2325;268;247;69;0:37
10/13/2024 15:00;60;72;21;10;22;31;56;61;2599;328;319;81;0:37
10/13/2024 16:00;21;38;7;8;10;15;19;34;2308;349;357;30;0:37
10/13/2024 17:00;0;0;0;0;0;0;0;0;1912;349;357;0;0:37
10/13/2024 18:00;0;0;0;0;0;0;0;0;2006;349;357;0;0:37
10/13/2024 19:00;0;0;0;0;0;0;0;0;1551;349;357;0;0:37
10/13/2024 20:00;0;0;0;0;0;0;0;0;1035;349;357;0;0:37
10/13/2024 21:00;0;0;0;0;0;0;0;0;1030;349;357;0;0:37
10/13/2024 22:00;0;0;0;0;0;0;0;0;598;349;357;0;0:37
10/13/2024 23:00;0;0;0;0;0;0;0;0;351;349;357;0;0:37
10/14/2024 0:00;0;0;0;0;0;0;0;0;130;0;0;0;0:38
10/14/2024 1:00;0;0;0;0;0;0;0;0;57;0;0;0;0:38
10/14/2024 2:00;0;0;0;0;0;0;0;0;20;0;0;0;0:38
10/14/2024 3:00;0;0;0;0;0;0;0;0;60;0;0;0;0:38
10/14/2024 4:00;0;0;0;0;0;0;0;0;21;0;0;0;0:38
10/14/2024 5:00;0;0;0;0;0;0;0;0;99;0;0;0;0:38
10/14/2024 6:00;0;0;0;0;0;0;0;0;253;0;0;0;0:38
10/14/2024 7:00;16;12;7;4;5;4;16;12;881;16;12;16;0:38
10/14/2024 8:00;52;39;15;9;28;16;52;37;1904;68;51;56;0:38
10/14/2024 9:00;95;75;19;16;48;30;84;71;2248;163;126;112;0:38
10/14/2024 10:00;97;88;23;15;37;39;83;78;2267;260;214;134;0:38
10/14/2024 11:00;75;75;18;19;21;25;69;65;2261;335;289;121;0:38
10/14/2024 12:00;160;149;45;38;74;60;140;133;4798;495;438;206;0:38
10/14/2024 13:00;133;158;31;29;59;68;115;137;5105;628;596;190;0:38
10/14/2024 14:00;110;117;16;17;60;65;98;106;3210;738;713;142;0:38
10/14/2024 15:00;71;76;8;12;27;34;64;70;3495;809;789;96;0:38
10/14/2024 16:00;57;68;10;9;25;35;53;61;5879;866;857;77;0:38
10/14/2024 17:00;53;69;5;7;30;43;49;62;6116;919;926;62;0:38
10/14/2024 18:00;58;71;12;9;30;39;55;63;5773;977;997;51;0:38
10/14/2024 19:00;17;39;2;6;9;20;17;36;3051;994;1036;0;0:38
10/14/2024 20:00;0;0;0;0;0;0;0;0;1545;994;1036;0;0:38
10/14/2024 21:00;1;2;0;0;0;1;1;2;1156;995;1038;0;0:38
10/14/2024 22:00;0;0;0;0;0;0;0;0;625;995;1038;0;0:38
10/14/2024 23:00;0;0;0;0;0;0;0;0;501;995;1038;0;0:38
10/15/2024 0:00;0;0;0;0;0;0;0;0;96;0;0;0;0:41
10/15/2024 1:00;0;0;0;0;0;0;0;0;40;0;0;0;0:41
10/15/2024 2:00;0;0;0;0;0;0;0;0;27;0;0;0;0:41
10/15/2024 3:00;0;0;0;0;0;0;0;0;16;0;0;0;0:41
10/15/2024 4:00;0;0;0;0;0;0;0;0;20;0;0;0;0:41
10/15/2024 5:00;0;0;0;0;0;0;0;0;102;0;0;0;0:41
10/15/2024 6:00;2;0;1;0;1;0;2;0;221;2;0;2;0:41
10/15/2024 7:00;33;21;9;7;6;6;33;21;1075;35;21;35;0:41
10/15/2024 8:00;81;61;11;12;46;31;76;57;2392;116;82;95;0:41
10/15/2024 9:00;90;87;22;16;51;39;83;76;2590;206;169;124;0:41
10/15/2024 10:00;86;84;28;22;42;37;75;73;3223;292;253;123;0:41
10/15/2024 11:00;78;73;17;19;37;34;73;68;4006;370;326;117;0:41
10/15/2024 12:00;206;178;59;52;109;83;175;156;8393;576;504;250;0:41
10/15/2024 13:00;196;209;54;40;116;125;170;182;7463;772;713;268;0:41
10/15/2024 14:00;102;122;23;21;65;68;92;107;5928;874;835;161;0:41
10/15/2024 15:00;74;61;12;9;38;36;65;58;6590;948;896;113;0:41
10/15/2024 16:00;92;98;21;12;47;58;78;86;7828;1040;994;144;0:41
10/15/2024 17:00;95;110;19;14;56;65;81;91;7998;1135;1104;141;0:41
10/15/2024 18:00;109;127;19;21;52;63;94;112;7549;1244;1231;140;0:41
10/15/2024 19:00;24;43;4;7;13;17;22;36;3962;1268;1274;37;0:41
10/15/2024 20:00;3;4;2;2;1;2;2;4;1818;1271;1278;0;0:41
10/15/2024 21:00;1;1;0;0;1;1;1;1;1386;1272;1279;0;0:41
10/15/2024 22:00;0;0;0;0;0;0;0;0;975;1272;1279;0;0:41
10/15/2024 23:00;0;0;0;0;0;0;0;0;479;1272;1279;0;0:41
10/16/2024 0:00;0;0;0;0;0;0;0;0;126;0;0;0;0:38
10/16/2024 1:00;0;0;0;0;0;0;0;0;52;0;0;0;0:38
10/16/2024 2:00;0;0;0;0;0;0;0;0;31;0;0;0;0:38
10/16/2024 3:00;0;0;0;0;0;0;0;0;15;0;0;0;0:38
10/16/2024 4:00;0;0;0;0;0;0;0;0;12;0;0;0;0:38
10/16/2024 5:00;0;0;0;0;0;0;0;0;107;0;0;0;0:38
10/16/2024 6:00;0;0;0;0;0;0;0;0;297;0;0;0;0:38
10/16/2024 7:00;19;11;3;3;10;5;19;10;1043;19;11;19;0:38
10/16/2024 8:00;66;50;12;6;39;30;64;49;2398;85;61;74;0:38
10/16/2024 9:00;87;75;26;24;37;30;82;71;2485;172;136;111;0:38
10/16/2024 10:00;52;64;16;14;24;29;49;58;3227;224;200;88;0:38
10/16/2024 11:00;80;85;16;14;47;46;76;79;4260;304;285;104;0:38
10/16/2024 12:00;164;138;26;24;98;86;145;121;8096;468;423;183;0:38
10/16/2024 13:00;190;185;39;33;103;103;159;155;9132;658;608;235;0:38
10/16/2024 14:00;79;102;19;13;45;56;73;92;6752;737;710;129;0:38
10/16/2024 15:00;93;93;24;19;49;46;76;82;7432;830;803;120;0:38
10/16/2024 16:00;73;80;15;12;47;48;65;72;7670;903;883;100;0:38
10/16/2024 17:00;86;99;16;16;51;63;80;89;8920;989;982;106;0:38
10/16/2024 18:00;55;64;8;10;30;36;49;53;7015;1044;1046;62;0:38
10/16/2024 19:00;13;37;0;7;7;19;12;37;4652;1057;1083;11;0:38
10/16/2024 20:00;0;0;0;0;0;0;0;0;2019;1057;1083;0;0:38
10/16/2024 21:00;0;0;0;0;0;0;0;0;1482;1057;1083;0;0:38
10/16/2024 22:00;0;0;0;0;0;0;0;0;1100;1057;1083;0;0:38
10/16/2024 23:00;0;0;0;0;0;0;0;0;753;1057;1083;0;0:38
10/17/2024 0:00;0;0;0;0;0;0;0;0;245;0;0;0;0:39
10/17/2024 1:00;0;0;0;0;0;0;0;0;77;0;0;0;0:39
10/17/2024 2:00;0;0;0;0;0;0;0;0;37;0;0;0;0:39
10/17/2024 3:00;0;0;0;0;0;0;0;0;18;0;0;0;0:39
10/17/2024 4:00;0;0;0;0;0;0;0;0;19;0;0;0;0:39
10/17/2024 5:00;0;0;0;0;0;0;0;0;86;0;0;0;0:39
10/17/2024 6:00;0;0;0;0;0;0;0;0;288;0;0;0;0:39
10/17/2024 7:00;14;12;3;3;3;3;12;11;973;14;12;14;0:39
10/17/2024 8:00;60;47;9;6;35;25;56;44;2282;74;59;62;0:39
10/17/2024 9:00;98;81;21;14;45;41;90;73;2688;172;140;113;0:39
10/17/2024 10:00;100;107;24;19;57;48;89;99;3191;272;247;132;0:39
10/17/2024 11:00;59;56;15;15;36;27;54;50;4082;331;303;84;0:39
10/17/2024 12:00;203;169;51;40;118;99;176;144;7783;534;472;231;0:39
10/17/2024 13:00;167;196;36;38;97;115;147;169;6883;701;668;229;0:39
10/17/2024 14:00;99;92;22;13;58;52;86;83;6440;800;760;132;0:39
10/17/2024 15:00;85;80;21;16;41;47;72;67;6612;885;840;125;0:39
10/17/2024 16:00;86;102;14;16;51;59;74;90;7932;971;942;131;0:39
10/17/2024 17:00;56;64;13;16;35;33;53;58;8244;1027;1006;85;0:39
10/17/2024 18:00;47;65;8;11;25;30;42;52;7516;1074;1071;68;0:39
10/17/2024 19:00;22;39;0;6;11;15;20;38;3594;1096;1110;25;0:39
10/17/2024 20:00;0;0;0;0;0;0;0;0;1758;1096;1110;0;0:39
10/17/2024 21:00;0;0;0;0;0;0;0;0;1325;1096;1110;0;0:39
10/17/2024 22:00;0;0;0;0;0;0;0;0;1061;1096;1110;0;0:39
10/17/2024 23:00;0;0;0;0;0;0;0;0;594;1096;1110;0;0:39
10/18/2024 0:00;0;0;0;0;0;0;0;0;232;0;0;0;0:40
10/18/2024 1:00;0;0;0;0;0;0;0;0;61;0;0;0;0:40
10/18/2024 2:00;0;0;0;0;0;0;0;0;52;0;0;0;0:40
10/18/2024 3:00;0;0;0;0;0;0;0;0;46;0;0;0;0:40
10/18/2024 4:00;0;0;0;0;0;0;0;0;53;0;0;0;0:40
10/18/2024 5:00;0;0;0;0;0;0;0;0;137;0;0;0;0:40
10/18/2024 6:00;0;0;0;0;0;0;0;0;224;0;0;0;0:40
10/18/2024 7:00;19;8;5;2;5;4;18;8;999;19;8;19;0:40
10/18/2024 8:00;74;59;13;14;38;25;71;55;2675;93;67;85;0:40
10/18/2024 9:00;90;79;29;20;41;32;79;71;2792;183;146;116;0:40
10/18/2024 10:00;91;101;17;20;52;51;80;88;3275;274;247;128;0:40
10/18/2024 11:00;98;87;25;19;52;49;89;79;4187;372;334;125;0:40
10/18/2024 12:00;180;153;36;31;105;93;155;139;7298;552;487;218;0:40
10/18/2024 13:00;166;186;33;31;96;111;148;159;7558;718;673;231;0:40
10/18/2024 14:00;106;108;18;17;70;57;90;94;8519;824;781;151;0:40
10/18/2024 15:00;73;85;13;14;43;52;68;73;8025;897;866;116;0:40
10/18/2024 16:00;79;79;11;13;51;53;64;69;8952;976;945;110;0:40
10/18/2024 17:00;66;81;12;16;38;44;53;70;8898;1042;1026;97;0:40
10/18/2024 18:00;70;73;10;15;39;38;62;64;7905;1112;1099;86;0:40
10/18/2024 19:00;19;44;3;7;8;22;17;36;4240;1131;1143;32;0:40
10/18/2024 20:00;1;3;0;0;1;2;0;3;2539;1132;1146;0;0:40
10/18/2024 21:00;0;0;0;0;0;0;0;0;1996;1132;1146;0;0:40
10/18/2024 22:00;0;0;0;0;0;0;0;0;1468;1132;1146;0;0:40
10/18/2024 23:00;0;0;0;0;0;0;0;0;1160;1132;1146;0;0:40
10/19/2024 0:00;0;0;0;0;0;0;0;0;455;0;0;0;0:36
10/19/2024 1:00;0;0;0;0;0;0;0;0;98;0;0;0;0:36
10/19/2024 2:00;0;0;0;0;0;0;0;0;58;0;0;0;0:36
10/19/2024 3:00;0;0;0;0;0;0;0;0;29;0;0;0;0:36
10/19/2024 4:00;0;0;0;0;0;0;0;0;34;0;0;0;0:36
10/19/2024 5:00;0;0;0;0;0;0;0;0;64;0;0;0;0:36
10/19/2024 6:00;0;0;0;0;0;0;0;0;137;0;0;0;0:36
10/19/2024 7:00;1;1;0;0;1;1;1;1;451;1;1;1;0:36
10/19/2024 8:00;18;13;4;2;10;5;17;12;734;19;14;18;0:36
10/19/2024 9:00;61;52;17;11;36;29;55;48;1869;80;66;66;0:36
10/19/2024 10:00;105;90;33;21;45;38;90;80;3907;185;156;119;0:36
10/19/2024 11:00;124;104;26;27;60;54;104;87;6142;309;260;153;0:36
10/19/2024 12:00;152;162;34;24;82;82;123;133;8087;461;422;201;0:36
10/19/2024 13:00;180;162;43;31;102;90;138;128;9073;641;584;219;0:36
10/19/2024 14:00;147;178;24;33;80;92;120;139;10839;788;762;204;0:36
10/19/2024 15:00;129;127;25;21;82;74;103;102;11341;917;889;155;0:36
10/19/2024 16:00;153;153;32;26;94;97;121;126;12261;1070;1042;181;0:36
10/19/2024 17:00;121;132;15;18;68;76;101;113;11437;1191;1174;149;0:36
10/19/2024 18:00;70;90;9;12;40;53;59;69;9913;1261;1264;87;0:36
10/19/2024 19:00;33;48;8;9;14;19;28;40;5196;1294;1312;30;0:36
10/19/2024 20:00;0;1;0;0;0;1;0;1;3221;1294;1313;0;0:36
10/19/2024 21:00;0;0;0;0;0;0;0;0;2065;1294;1313;0;0:36
10/19/2024 22:00;0;0;0;0;0;0;0;0;1469;1294;1313;0;0:36
10/19/2024 23:00;0;0;0;0;0;0;0;0;1188;1294;1313;0;0:36
10/20/2024 0:00;0;0;0;0;0;0;0;0;641;0;0;0;0:36
10/20/2024 1:00;0;0;0;0;0;0;0;0;300;0;0;0;0:36
10/20/2024 2:00;0;0;0;0;0;0;0;0;162;0;0;0;0:36
10/20/2024 3:00;0;0;0;0;0;0;0;0;88;0;0;0;0:36
10/20/2024 4:00;0;0;0;0;0;0;0;0;110;0;0;0;0:36
10/20/2024 5:00;0;0;0;0;0;0;0;0;72;0;0;0;0:36
10/20/2024 6:00;0;0;0;0;0;0;0;0;106;0;0;0;0:36
10/20/2024 7:00;0;0;0;0;0;0;0;0;168;0;0;0;0:36
10/20/2024 8:00;0;0;0;0;0;0;0;0;493;0;0;0;0:36
10/20/2024 9:00;11;8;3;1;3;3;11;8;648;11;8;11;0:36
10/20/2024 10:00;35;21;14;7;13;10;27;18;1043;46;29;38;0:36
10/20/2024 11:00;48;54;21;21;16;17;40;44;1784;94;83;65;0:36
10/20/2024 12:00;53;50;15;13;24;17;47;43;1853;147;133;64;0:36
10/20/2024 13:00;57;60;14;12;31;34;46;54;2153;204;193;71;0:36
10/20/2024 14:00;30;37;10;8;13;17;26;29;2394;234;230;41;0:36
10/20/2024 15:00;51;49;6;3;33;29;42;42;3135;285;279;55;0:36
10/20/2024 16:00;22;32;6;5;14;19;17;25;3112;307;311;28;0:36
10/20/2024 17:00;0;0;0;0;0;0;0;0;2560;307;311;0;0:36
10/20/2024 18:00;0;0;0;0;0;0;0;0;2304;307;311;0;0:36
10/20/2024 19:00;0;0;0;0;0;0;0;0;1824;307;311;0;0:36
10/20/2024 20:00;0;0;0;0;0;0;0;0;1266;307;311;0;0:36
10/20/2024 21:00;0;0;0;0;0;0;0;0;1207;307;311;0;0:36
10/20/2024 22:00;0;0;0;0;0;0;0;0;637;307;311;0;0:36
10/20/2024 23:00;0;0;0;0;0;0;0;0;523;307;311;0;0:36
10/21/2024 0:00;0;0;0;0;0;0;0;0;124;0;0;0;0:35
10/21/2024 1:00;0;0;0;0;0;0;0;0;31;0;0;0;0:35
10/21/2024 2:00;0;0;0;0;0;0;0;0;19;0;0;0;0:35
10/21/2024 3:00;0;0;0;0;0;0;0;0;11;0;0;0;0:35
10/21/2024 4:00;0;0;0;0;0;0;0;0;5;0;0;0;0:35
10/21/2024 5:00;0;0;0;0;0;0;0;0;47;0;0;0;0:35
10/21/2024 6:00;1;0;1;0;0;0;1;0;256;1;0;1;0:35
10/21/2024 7:00;17;10;4;4;7;2;16;10;594;18;10;18;0:35
10/21/2024 8:00;41;40;11;12;12;8;42;38;1435;59;50;49;0:35
10/21/2024 9:00;70;55;11;14;25;16;65;50;1227;129;105;79;0:35
10/21/2024 10:00;60;54;15;10;11;20;54;52;1119;189;159;84;0:35
10/21/2024 11:00;83;89;15;19;34;33;74;79;2019;272;248;113;0:35
10/21/2024 12:00;152;136;21;22;65;62;135;122;3922;424;384;176;0:35
10/21/2024 13:00;169;176;33;33;86;91;152;153;5906;593;560;209;0:35
10/21/2024 14:00;90;97;24;23;39;50;76;84;5194;683;657;123;0:35
10/21/2024 15:00;83;95;10;11;34;41;67;79;3671;766;752;109;0:35
10/21/2024 16:00;71;78;10;7;39;37;57;66;5758;837;830;85;0:35
10/21/2024 17:00;66;84;9;10;35;50;54;67;6709;903;914;73;0:35
10/21/2024 18:00;58;86;11;15;27;44;49;76;6197;961;1000;47;0:35
10/21/2024 19:00;17;30;5;8;6;13;16;28;3202;978;1030;0;0:35
10/21/2024 20:00;0;0;0;0;0;0;0;0;1700;978;1030;0;0:35
10/21/2024 21:00;0;0;0;0;0;0;0;0;987;978;1030;0;0:35
10/21/2024 22:00;0;0;0;0;0;0;0;0;307;978;1030;0;0:35
10/21/2024 23:00;0;0;0;0;0;0;0;0;363;978;1030;0;0:35
10/22/2024 0:00;0;0;0;0;0;0;0;0;44;0;0;0;0:40
10/22/2024 1:00;0;0;0;0;0;0;0;0;33;0;0;0;0:40
10/22/2024 2:00;0;0;0;0;0;0;0;0;21;0;0;0;0:40
10/22/2024 3:00;0;0;0;0;0;0;0;0;8;0;0;0;0:40
10/22/2024 4:00;0;0;0;0;0;0;0;0;50;0;0;0;0:40
10/22/2024 5:00;0;0;0;0;0;0;0;0;100;0;0;0;0:40
10/22/2024 6:00;2;1;2;1;0;0;2;1;235;2;1;2;0:40
10/22/2024 7:00;22;16;4;4;14;6;20;14;724;24;17;23;0:40
10/22/2024 8:00;60;49;14;11;30;16;58;48;1871;84;66;67;0:40
10/22/2024 9:00;77;74;15;13;41;37;75;66;2255;161;140;95;0:40
10/22/2024 10:00;56;52;14;12;23;22;54;46;3020;217;192;77;0:40
10/22/2024 11:00;85;65;17;11;48;32;74;57;3898;302;257;110;0:40
10/22/2024 12:00;226;198;62;46;128;110;186;173;7456;528;455;271;0:40
10/22/2024 13:00;211;225;61;53;105;125;182;186;8159;739;680;284;0:40
10/22/2024 14:00;116;125;33;21;57;66;101;113;7084;855;805;175;0:40
10/22/2024 15:00;117;108;26;22;58;60;98;89;8913;972;913;167;0:40
10/22/2024 16:00;84;100;9;15;52;54;74;85;8646;1056;1013;143;0:40
10/22/2024 17:00;84;101;12;14;49;57;71;87;7832;1140;1114;127;0:40
10/22/2024 18:00;69;79;11;11;39;41;61;69;7530;1209;1193;95;0:40
10/22/2024 19:00;33;51;8;10;15;28;29;43;4296;1242;1244;49;0:40
10/22/2024 20:00;0;1;0;1;0;0;0;1;2169;1242;1245;0;0:40
10/22/2024 21:00;0;1;0;0;0;0;0;1;1373;1242;1246;0;0:40
10/22/2024 22:00;0;0;0;0;0;0;0;0;991;1242;1246;0;0:40
10/22/2024 23:00;0;0;0;0;0;0;0;0;699;1242;1246;0;0:40
10/23/2024 0:00;0;0;0;0;0;0;0;0;269;0;0;0;0:39
10/23/2024 1:00;0;0;0;0;0;0;0;0;80;0;0;0;0:39
10/23/2024 2:00;0;0;0;0;0;0;0;0;17;0;0;0;0:39
10/23/2024 3:00;0;0;0;0;0;0;0;0;35;0;0;0;0:39
10/23/2024 4:00;0;0;0;0;0;0;0;0;58;0;0;0;0:39
10/23/2024 5:00;0;0;0;0;0;0;0;0;151;0;0;0;0:39
10/23/2024 6:00;0;0;0;0;0;0;0;0;324;0;0;0;0:39
10/23/2024 7:00;18;12;5;3;8;5;17;11;671;18;12;18;0:39
10/23/2024 8:00;39;33;10;9;19;13;37;33;1599;57;45;45;0:39
10/23/2024 9:00;101;74;28;16;48;32;94;71;2908;158;119;113;0:39
10/23/2024 10:00;73;79;20;18;40;33;66;67;3327;231;198;112;0:39
10/23/2024 11:00;87;85;29;18;43;36;77;76;4893;318;283;120;0:39
10/23/2024 12:00;151;126;34;34;88;71;134;116;6680;469;409;186;0:39
10/23/2024 13:00;178;189;41;34;96;115;153;158;6813;647;598;238;0:39
10/23/2024 14:00;104;110;34;22;45;58;91;99;6506;751;708;153;0:39
10/23/2024 15:00;88;93;23;22;47;47;79;81;7813;839;801;131;0:39
10/23/2024 16:00;83;92;11;12;55;64;68;77;8645;922;893;121;0:39
10/23/2024 17:00;98;113;20;22;53;61;86;103;9083;1020;1006;127;0:39
10/23/2024 18:00;59;74;13;15;23;33;55;67;7851;1079;1080;73;0:39
10/23/2024 19:00;18;39;0;1;11;20;17;35;4754;1097;1119;17;0:39
10/23/2024 20:00;0;0;0;0;0;0;0;0;2828;1097;1119;0;0:39
10/23/2024 21:00;0;0;0;0;0;0;0;0;1187;1097;1119;0;0:39
10/23/2024 22:00;0;0;0;0;0;0;0;0;950;1097;1119;0;0:39
10/23/2024 23:00;0;0;0;0;0;0;0;0;806;1097;1119;0;0:39
10/24/2024 0:00;0;0;0;0;0;0;0;0;216;0;0;0;0:39
10/24/2024 1:00;0;0;0;0;0;0;0;0;73;0;0;0;0:39
10/24/2024 2:00;0;0;0;0;0;0;0;0;34;0;0;0;0:39
10/24/2024 3:00;0;0;0;0;0;0;0;0;28;0;0;0;0:39
10/24/2024 4:00;0;0;0;0;0;0;0;0;20;0;0;0;0:39
10/24/2024 5:00;0;0;0;0;0;0;0;0;75;0;0;0;0:39
10/24/2024 6:00;0;0;0;0;0;0;0;0;294;0;0;0;0:39
10/24/2024 7:00;18;12;2;2;8;2;18;11;606;18;12;18;0:39
10/24/2024 8:00;68;48;22;17;31;18;63;46;1922;86;60;74;0:39
10/24/2024 9:00;81;66;16;17;41;29;73;61;2387;167;126;107;0:39
10/24/2024 10:00;98;95;30;27;41;46;82;86;3030;265;221;139;0:39
